min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
15.0,,Mid-Senior level,"Peachtree City, GA",1766.0,Veterinary Services,Thrive Pet Healthcare
,,Director,"Evansville, IN",1766.0,Veterinary Services,Thrive Pet Healthcare
,,Entry level,"Fairfax Station, VA",2846.0,Education Management,La Petite Academy
,,,"Marysville, OH",218.0,IT Services and IT Consulting,Futran Solutions
,,Entry level,"Pflugerville, TX",555.0,Education Management,The Children's Courtyard
150000.0,,,"Los Angeles, CA",250.0,Computer Games,Yotta Games
,,Entry level,"Bristow, VA",7826.0,Education Administration Programs,Learning Care Group
,,Entry level,"Austin, TX",555.0,Education Management,The Children's Courtyard
,,Mid-Senior level,"Mount Olive, NC",2951.0,Food and Beverage Manufacturing,"Butterball, LLC"
156330.0,1.0,Director,United States,331.0,Financial Services,Onbe
,1.0,Mid-Senior level,"Southfield, MI",3335.0,Industrial Machinery Manufacturing,IBI Group
,,Associate,"Clinton, MS",71759.0,Automotive,Continental
,,Associate,"Carlsbad, CA",485.0,Sporting Goods Manufacturing,Aqualung Group
,,,"Charlotte, NC",1.0,Construction,STX Solutions
130000.0,,Mid-Senior level,"New York, NY",3007.0,Retail Luxury Goods and Jewelry,Fresh
40.0,1.0,Mid-Senior level,United States,175.0,Wellness and Fitness Services,DotCom Therapy
,,,"Deer Park, TX",27.0,Chemical Manufacturing,FQE® Chemicals
,,,"Jersey City, NJ",259.0,Pharmaceutical Manufacturing,Sigachi Pharma
,,Associate,"Boston, MA",156.0,Retail,Sugarfina USA LLC
,1.0,,United States,2.0,Software Development,Schematic Solutions LLC
,,Mid-Senior level,"Garland, TX",123.0,Chemical Manufacturing,XL Pro Staffing and Consulting Group
,,,"Far-A-Field, PA",20608.0,Biotechnology,CSL
140000.0,,Mid-Senior level,San Diego Metropolitan Area,8.0,Construction,NW Recruiting Partners 
75.0,,Mid-Senior level,"Mountain View, CA",87.0,Motor Vehicle Manufacturing,OSI Engineering
82100.0,,Entry level,"Sterling, VA",19253.0,IT Services and IT Consulting,CACI International Inc
,,Mid-Senior level,"Houston, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
,1.0,,"Addison, TX",24116.0,IT Services and IT Consulting,ServiceNow
,,,New York City Metropolitan Area,23.0,Architecture and Planning,Kahn Architecture
,,Mid-Senior level,"Corpus Christi, TX",1547.0,Hospitals and Health Care,Driscoll Children's Hospital
,,Mid-Senior level,"Arlington, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
,,,"Dallas, TX",2829.0,Truck Transportation,"Rush Enterprises, Inc"
9345.0,,Mid-Senior level,"California, United States",352.0,Government Administration,California Department of Financial Protection and Innovation
,,Associate,"Raymond, OH",87.0,Motor Vehicle Manufacturing,OSI Engineering
,,Entry level,"Columbus, OH",1584.0,Motor Vehicle Manufacturing,Service King Collision
,1.0,,United States,34.0,IT Services and IT Consulting,ClinDCast
,,Entry level,"Philadelphia, PA",1584.0,Motor Vehicle Manufacturing,Service King Collision
155000.0,1.0,Mid-Senior level,United States,2.0,Business Consulting and Services,Sud Recruiting
,1.0,,United States,605.0,Law Practice,"Wood, Smith, Henning & Berman LLP"
,,Mid-Senior level,"Mitchell, SD",3915.0,Banking,FNBO
,,Entry level,"Indianapolis, IN",173.0,IT Services and IT Consulting,"Intellectual Technology, Inc."
,,Entry level,"Little Rock, AR",2258.0,Insurance,Arkansas Blue Cross and Blue Shield
,,Entry level,"Baton Rouge, LA",1335.0,Design Services,Salas O'Brien
,1.0,Executive,"Dallas, TX",233.0,Computer and Network Security,Zimperium
,,,"Edison, NJ",750.0,Software Development,Diverse Lynx
20.0,,Associate,"Danville, IL",184.0,Food and Beverage Services,Computech Corporation
,,Entry level,"Dallas, TX",929.0,Facilities Services,OWL Services
,,Mid-Senior level,"Deer Park, TX",,Government Administration,
,,Entry level,"Litchfield, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Washington, DC",4607.0,Food and Beverage Services,Shake Shack
,,Mid-Senior level,"Joplin, MO",2611.0,Industrial Machinery Manufacturing,Modine Manufacturing Company
,,Mid-Senior level,"Austin, Texas Metropolitan Area",103.0,IT Services and IT Consulting,"Vector Consulting, Inc"
,,Mid-Senior level,"Osawatomie, KS",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Annapolis, MD",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Vernon, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
23.0,,Mid-Senior level,"Chicago, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Bristol, NH",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Richmond, VA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Columbia, MO",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Lebanon, TN",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,Los Angeles Metropolitan Area,97.0,Aviation and Aerospace Component Manufacturing,Lumicity
,1.0,Mid-Senior level,United States,794.0,IT Services and IT Consulting,System Soft Technologies
170000.0,,Associate,"San Francisco, CA",40.0,Non-profit Organizations,Safeguard Global Recruiting
286000.0,,Director,"South San Francisco, CA",6587.0,Medical Practices,Concentra
7.25,1.0,Entry level,"Dallas, TX",346.0,Software Development,Catalyte
75000.0,1.0,Mid-Senior level,"San Diego, CA",192.0,Software Development,Bravado
150000.0,,Director,"San Francisco, CA",40.0,Non-profit Organizations,Safeguard Global Recruiting
,,Mid-Senior level,"Chula Vista, CA",68.0,Hospitals and Health Care,iConsultera
75000.0,1.0,Mid-Senior level,"Lakewood, CO",192.0,Software Development,Bravado
,,,"McLean, VA",15177.0,Retail,Levi Strauss & Co.
,,,"Aurora, OH",15177.0,Retail,Levi Strauss & Co.
,1.0,Director,Greater Chicago Area,59.0,Advertising Services,THE CHARLES GROUP
16.0,,Entry level,"Colorado Springs, CO",5.0,Machinery Manufacturing,Interfuse Staffing
200000.0,,Director,San Francisco Bay Area,328.0,Biotechnology Research,Revolution Medicines
,,,"Columbus, OH",2953.0,IT Services and IT Consulting,Nityo Infotech
,,Director,"Springfield, MA",49.0,Packaging and Containers Manufacturing,Provision People
,,Entry level,"Lincoln, NE",10687.0,Pharmaceutical Manufacturing,Zoetis
84800.0,1.0,Mid-Senior level,United States,757.0,Insurance,Western National Insurance
,1.0,Entry level,"Home Park, Florida, United States",149606.0,IT Services and IT Consulting,Concentrix
,,Entry level,"Plantation, FL",2904.0,Hospitals and Health Care,Five Star Senior Living
,,Entry level,"Plantation, FL",2904.0,Hospitals and Health Care,Five Star Senior Living
145000.0,,Associate,"Santa Barbara County, CA",87.0,Aviation and Aerospace Component Manufacturing,OSI Engineering
,,Mid-Senior level,"Houston, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
,,,"Chicago, IL",16.0,Software Development,Sav.com
,,Entry level,"Savannah, GA",2904.0,Hospitals and Health Care,Five Star Senior Living
23.0,,Entry level,"Acton, MA",2821.0,Medical Equipment Manufacturing,Insulet Corporation
,,Entry level,"Lexington, KY",2846.0,Education Management,La Petite Academy
,,Mid-Senior level,"Chula Vista, CA",68.0,Hospitals and Health Care,iConsultera
,,Entry level,"Austin, TX",555.0,Education Management,The Children's Courtyard
,,,"Louisville, KY",92645.0,Human Resources Services,ADP
,,Mid-Senior level,"Springfield, MA",1029.0,Mental Health Care,"Behavioral Health Network, Inc (BHN)"
60.0,,Mid-Senior level,"New York, United States",96.0,IT Services and IT Consulting,Tech One IT
40000.0,1.0,Mid-Senior level,United States,282.0,Religious Institutions,Union for Reform Judaism
,,Mid-Senior level,"Garland, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
197000.0,,Mid-Senior level,"Brooklyn, NY",9008.0,Software Development,Etsy
23.88,,,"Concord, CA",9958.0,Retail,REI
,,Mid-Senior level,"Nashville, TN",2307.0,Food and Beverage Manufacturing,Hearthside Food Solutions
,,Mid-Senior level,"Katy, TX",1155.0,Hospitals and Health Care,SimonMed Imaging
,,Entry level,"Scottsdale, AZ",1155.0,Hospitals and Health Care,SimonMed Imaging
,,,"Kankakee, IL",20608.0,Biotechnology,CSL
,,,"Far-A-Field, PA",20608.0,Biotechnology,CSL
,1.0,,United States,200.0,IT Services and IT Consulting,New York Global Consultants Inc. (NYGCI)
,,,"Raleigh, NC",976.0,IT Services and IT Consulting,TestingXperts
,1.0,,"Southfield, MI",24116.0,IT Services and IT Consulting,ServiceNow
124400.0,1.0,,"Santa Clara, CA",24116.0,IT Services and IT Consulting,ServiceNow
,,,"Manitowoc, WI",25113.0,Motor Vehicle Manufacturing,Tenneco
75000.0,,Entry level,"Denver, CO",20815.0,Civil Engineering,Kiewit
,,Mid-Senior level,"Houston, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
,,Mid-Senior level,"Hampton, VA",19253.0,IT Services and IT Consulting,CACI International Inc
,1.0,Mid-Senior level,United States,181.0,Software Development,Smart IT Frame LLC
,,Associate,"Anchorage, AK",2320.0,Staffing and Recruiting,Airswift
180000.0,,Mid-Senior level,San Francisco Bay Area,12986.0,Accounting,LHH
140000.0,,Mid-Senior level,Los Angeles Metropolitan Area,8.0,Construction,NW Recruiting Partners 
,,Entry level,"Medina, OH",1584.0,Motor Vehicle Manufacturing,Service King Collision
,,Mid-Senior level,"Raymond, OH",87.0,Motor Vehicle Manufacturing,OSI Engineering
,,Entry level,"Cambridge, MA",78.0,Consumer Services,Mount Auburn Cemetery
,,,"San Antonio, Texas Metropolitan Area",9629.0,Law Practice,Law Office
,,Mid-Senior level,"Tulsa, OK",1881.0,Accounting,"Carr, Riggs & Ingram"
,,,"Indianapolis, IN",344.0,Staffing and Recruiting,Apidel Technologies
,,,"Oklahoma City, OK",6471.0,Financial Services,Paycom
,,,"Grapevine, TX",6471.0,Financial Services,Paycom
,1.0,,United States,9.0,Higher Education,Fluyo
,1.0,Mid-Senior level,"Ontario, CA",2462.0,"Technology, Information and Internet",NCR Voyix
,,Entry level,"San Diego, CA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,,"El Segundo, CA",736.0,Entertainment Providers,SGS Consulting
,,Entry level,Greater Morgantown Area,15.0,Advertising Services,Remark Acquisitions
,,Mid-Senior level,"Lancaster, PA",69.0,Food and Beverage Services,Brightpath Associates LLC
,,Mid-Senior level,"Davenport, IA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
140000.0,,Director,New York City Metropolitan Area,122.0,Retail Apparel and Fashion,Fourth Floor
121000.0,1.0,Mid-Senior level,"New York, NY",422.0,Software Development,HOVER Inc.
,,Entry level,"Dorchester, MA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,,"Richmond, VA",61.0,IT Services and IT Consulting,Crescens Inc.
,,,"Madison, WI",437.0,Higher Education,Universities of Wisconsin
41.0,,Mid-Senior level,"Chicago, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,1.0,Mid-Senior level,"Texas, United States",1095.0,Insurance,Indotronix Avani Group
,1.0,Mid-Senior level,United States,10739.0,Engineering Services,Black & Veatch
,1.0,Mid-Senior level,United States,111.0,IT Services and IT Consulting,Palnar
150000.0,,Mid-Senior level,"Detroit, MI",176.0,Motor Vehicle Manufacturing,Scout Motors Inc.
45000.0,,Mid-Senior level,"Charlotte, NC",3372.0,Retail Office Equipment,Applied Medical
,,Entry level,"Freeport, ME",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Cadillac, MI",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Executive,"Cleveland, OH",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Brooktondale, NY",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
20.0,,Entry level,"Watsonville, CA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
24.0,,Entry level,"Downingtown, PA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"St Regis Falls, NY",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Ruskin, FL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Springfield, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Glendale, AZ",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Towson, MD",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Falls Church, VA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Austin, TX",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
23.5,,Mid-Senior level,"Chicago, IL",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Morgan, UT",2049.0,Mining,HolcimUS
26.0,,Entry level,"Canon City, CO",2049.0,Mining,HolcimUS
,,Entry level,"Chatham, IL",3750.0,Hospitals and Health Care,Memorial Health
,,Mid-Senior level,"Springfield, IL",3750.0,Hospitals and Health Care,Memorial Health
,,Entry level,"Springfield, IL",3750.0,Hospitals and Health Care,Memorial Health
,,Entry level,"Greenville, NC",25187.0,Manufacturing,Bath & Body Works
,,Associate,"Richmond, VA",396.0,Machinery Manufacturing,Hoist & Crane Service Group
,,Mid-Senior level,"Bridgeton, MO",5565.0,Defense and Space Manufacturing,Leonardo DRS
,,Entry level,"Upper Marlboro, MD",651.0,Government Administration,"Prince George's County, Maryland"
40000.0,,,"New Orleans, LA",16.0,Freight and Package Transportation,JW Transport
7.25,1.0,Entry level,"Charlotte, NC",346.0,Software Development,Catalyte
,,Director,"San Francisco, CA",2268.0,Advertising Services,Jellyfish
,,,"Baltimore, MD",12019.0,Hospitals and Health Care,Johns Hopkins Hospital
,,Entry level,"Bowling Green, OH",30677.0,Retail,RITE AID
,,Mid-Senior level,"Amarillo, TX",25.0,Education Administration Programs,Family Medicine Centers of South Carolina
,,Entry level,"Miami, FL",122.0,Retail Apparel and Fashion,Fourth Floor
55000.0,,Associate,"Waukesha, WI",123.0,Packaging and Containers Manufacturing,THE MAREK GROUP
10000.0,1.0,Mid-Senior level,"Toronto, OH",192.0,Software Development,Bravado
,,Executive,"Fort Worth, TX",3516.0,Retail,NAVY EXCHANGE SERVICE COMMAND (NEXCOM)
,,,"Kaneohe Base, HI",,,
,,,"Richmond, VA",13.0,IT Services and IT Consulting,1POINTSYS.COM
,,Mid-Senior level,"San Antonio, TX",36570.0,Retail,H-E-B
,,Entry level,"New Bern, NC",2904.0,Hospitals and Health Care,Five Star Senior Living
175000.0,1.0,Mid-Senior level,United States,38.0,"Technology, Information and Internet",Applied Resource Group
,,Entry level,"Carson City, NV",2904.0,Hospitals and Health Care,Five Star Senior Living
,,Entry level,"Peachtree City, GA",1766.0,Veterinary Services,Thrive Pet Healthcare
60000.0,1.0,Associate,"Fort Worth, TX",119.0,"Appliances, Electrical, and Electronics Manufacturing",AllSTEM Connections
,,,Greater Minneapolis-St. Paul Area,11.0,Professional Training and Coaching,Bridgemakers
,,,"El Paso, TX",92645.0,Human Resources Services,ADP
,,Entry level,"Austin, TX",953.0,Education Management,Tutor Time Childcare
,,Mid-Senior level,"Houston, TX",123.0,Staffing and Recruiting,XL Pro Staffing and Consulting Group
,,Entry level,"Austin, TX",953.0,Education Management,Tutor Time Childcare
,,Mid-Senior level,"Jacksonville, FL",953.0,Education Management,Tutor Time Childcare
,,,"Chicago, IL",10.0,Non-profit Organizations,"Tuft & Associates, Inc."
,,Entry level,"Chicago, IL",17825.0,Hospitality,IHG Hotels & Resorts
,,Entry level,"New York, NY",17825.0,Hospitality,IHG Hotels & Resorts
,,Mid-Senior level,"Mount Olive, NC",2951.0,Food and Beverage Manufacturing,"Butterball, LLC"
,,,"Mount Vernon, IL",71759.0,Automotive,Continental
,1.0,,United States,402.0,IT Services and IT Consulting,Intone
,,Associate,"San Jose, CA",340.0,Truck Transportation,The Suddath Companies
130000.0,,Mid-Senior level,"Portland, Oregon Metropolitan Area",520.0,Construction,EC Electric
,,Mid-Senior level,"Orangeburg, SC",2841.0,Hospitals and Health Care,MUSC Health
,,,"Spokane, WA",42.0,Hospitals and Health Care,The Healing Lodge of the Seven Nations
,,,"New York, NY",750.0,Software Development,Diverse Lynx
,,Mid-Senior level,"McLean, VA",19253.0,IT Services and IT Consulting,CACI International Inc
,1.0,,"Irvine, CA",,,
90000.0,,,"North Vernon, IN",,,
,1.0,,United States,19.0,IT Services and IT Consulting,"The Dignify Solutions, LLC"
,1.0,,"Phoenix, AZ",24116.0,IT Services and IT Consulting,ServiceNow
16.0,,,"Ardmore, OK",2829.0,Truck Transportation,"Rush Enterprises, Inc"
50.0,,,"Culver City, CA",595.0,Entertainment Providers,Russell Tobin
,,Director,"St Joseph, MO",6587.0,Medical Practices,Concentra
,,Entry level,"Memphis, TN",1584.0,Motor Vehicle Manufacturing,Service King Collision
,,Mid-Senior level,Dallas-Fort Worth Metroplex,33.0,Real Estate,Pereview Software
,,Mid-Senior level,"Farmers Branch, TX",123.0,Chemical Manufacturing,XL Pro Staffing and Consulting Group
,,,"Dixon, IL",179.0,IT Services and IT Consulting,DataSkate
60000.0,1.0,Mid-Senior level,United States,192.0,Software Development,Bravado
,,Mid-Senior level,"San Diego, CA",68.0,Hospitals and Health Care,iConsultera
,1.0,Associate,"Portland, OR",9078.0,Wholesale Building Materials,ASSA ABLOY Group
,,Mid-Senior level,"Billerica, MA",5789.0,Semiconductor Manufacturing,Entegris
,,,"Cleveland, OH",3.0,Hospitals and Health Care,LYV Wellness 
,1.0,Mid-Senior level,United States,26523.0,Real Estate,Compass
,,Executive,"Atlanta, GA",2462.0,"Technology, Information and Internet",NCR Voyix
,1.0,Mid-Senior level,United States,6259.0,Outsourcing and Offshoring Consulting,Sagility
,,,"Austin, Texas Metropolitan Area",234555.0,IT Services and IT Consulting,Wipro
,,,"McLean, VA",40.0,IT Services and IT Consulting,Ehub Global Inc
,,Entry level,"Pensacola, FL",6226.0,Retail,Mattress Firm
70.0,,Mid-Senior level,"San Francisco, CA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,1.0,Mid-Senior level,"Redmond, WA",54.0,Software Development,WaferWire Cloud Technologies
,,Mid-Senior level,"West Burlington, IA",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Arlington, VA",4607.0,Food and Beverage Services,Shake Shack
,,Mid-Senior level,"Nashville, TN",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Entry level,"Franklin, TN",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
,,Mid-Senior level,"Coxsackie, NY",19620.0,Staffing and Recruiting,Maxim Healthcare Staffing
